company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|website|match_company_name|stripped_company_name|company_name_multiple_match
L. Hough Building & Roofing Services|||||||lhoughbrs.co.uk||l. hough building & roofing|false
L. K. Roofing Services|||||||lkroofingservices.co.uk||l. k. roofing|false
L.I Roofing|||||||liroofing.co.uk||l.i roofing|false
L.I.D. Roofing|||||||lidroofing.com||l.i.d. roofing|false
L.T.C. Roofing And Building Services|||||||cotswoldprivateoffice.co.uk||l.t.c. roofing and building|false
Lafayette Roofing & General Contractors|||||||lafayette-roofing.com||lafayette roofing & general|false
Lake Champlain Roofing|||||||www.lakechamplainroofing.net||lake champlain roofing|false
Lakeside Roofing Company (Commercial services)||1|21|49|79413|370952770|www.lakesideroofingco.com|'Lakeside Roofing Co., Inc.'|lakeside roofing|false
Landmark Roofing Services|||||||landmarkroofingexperts.com||landmark roofing|false
Latite Roofing and Sheet Metal|||||||www.latite.com||latite roofing and sheet metal|false
Lavalion Roofing and Home Services|||||||lavalionroofing.com||lavalion roofing and home|false
Lavey Roofing Services|||||||www.laveyroofingservices.com||lavey roofing|false
Lc Roofing Contractors|||||||lc-roofing.com||lc roofing|false
Lee Moore & Sons Roofing Services|||||||leemooreandsonsroofing.co.uk||lee moore & sons roofing|false
Legacy Roofing||1|22|123|244711|842210872|legacyroofing.com|'Legacy Roofing Services, LLC'|legacy roofing|false
Legacy Roofing (Commercial Services)||1|22|123|244711|842210872|legacyroofing.com|'Legacy Roofing Services, LLC'|legacy roofing|false
Leicestershire Roofing Services|||||||leicestershireroofingservices.com||leicestershire roofing|false
Len's Roofing|||||||lensroofing.com||len's roofing|false
Lenaghen Roofing Services|||||||lenaghenroofing.com||lenaghen roofing|false
Leo's Roofing|||||||www.leosroofingsf.com||leo's roofing|false
Letner Roofing|||||||letner.com||letner roofing|false
Lewis Bros Roofing Contractors|||||||lewisbrosroofing.co.uk||lewis bros roofing|false
Lf Roofing Services|||||||lfroofingservices.co.uk||lf roofing|false
Lifetime Quality|||||||www.lifetimequalityroofing.com||lifetime quality|false
Lifetime Roofing|||||||www.lifetimeroofingla.com||lifetime roofing|false
Lindholm Roofing|||||||www.lindholmroofing.com||lindholm roofing|false
Lindsay Roofing Contractors|||||||unknown||lindsay roofing|false
Linear Roofing & General Contractors|||||||www.linearroofing.com||linear roofing & general|false
Lloyd Roofing and Construction|||||||lloydroofingservices.com||lloyd roofing and|false
Lloyd Roofing Company||1|21|68|154738|570370176|lloydroofing.com|'Lloyd Roofing Company, Inc.'|lloyd roofing|false
Lloyd's Quality Roofing|||||||lloydsqualityroofing.com||lloyd's quality roofing|false
Local Roofing|||||||www.local-roofing.com||local roofing|false
Lockhart Roofing And Brickwork Services|||||||lockhartroofingandbrickworkservices.co.uk||lockhart roofing and brickwork|false
Long Home Products|||||||longhome.com||long home products|false
Louisiana Roofing Contractors|||||||www.lrcinfo.com||louisiana roofing|false
Lowden Roofing Contractors|||||||unknown||lowden roofing|false
Lr Roofing Services|||||||lrroofing-kent.com||lr roofing|false
Lrf Roofing Services|||||||roofingleicesterlrf.co.uk||lrf roofing|false
Lubbock Roofing Contractor|||||||lubbockroofingcontractor.com||lubbock roofing contractor|false
Lynch Roofing Services (Ballaghaderreen)|||||||unknown||lynch roofing|false
Lyon Metal Roofing|||||||wesellmetalroofing.com||lyon metal roofing|false
M & C Roofing Contractors|||||||mcroofing.co.uk||m & c roofing|false
M & H Building & Roofing Services|||||||mhbuildingandroofingltd.com||m & h building & roofing|false
M B Roofing Services|||||||mbroofingservices.com||m b roofing|false
M Cook & Son Roofing Contractors|||||||mcookandsonroofingltd.co.uk||m cook & son roofing|false
M J Daines Roofing Services|||||||unknown||m j daines roofing|false
M J Mcauley Roofing Contractors|||||||mcauleyroofing.co.uk||m j mcauley roofing|false
M J Sissons Roofing Services|||||||mjsissonsroofingservices.com||m j sissons roofing|false
M Marchant Specialist Lead Roofing Contractors|||||||mmleadroofing.co.uk||m marchant specialist lead roofing|false
M Thorp Roofing Contractors|||||||mthorproofing.co.uk||m thorp roofing|false
M. Henrickson Flat Roofing Services|||||||malcolmhenrickson.co.uk||m. henrickson flat roofing|false
M. Thompson Roofing Services|||||||unknown||m. thompson roofing|false
M.A.R. Roofing Services|||||||marroofing.co.uk||m.a.r. roofing|false
M.A.T Roofing|||||||matroofing.co.uk||m.a.t roofing|false
M.A.V. Roofing|||||||mav-roofing.com||m.a.v. roofing|false
M.C Roofing|||||||mcroofingltd.co.uk||m.c roofing|false
M3 Roofing Contractors Miami|||||||roofingfrommiami.com||m3 roofing contractors miami|false
Ma Hooley (Roofing Contractors)|||||||unknown||ma hooley|false
Mac Roofing Services|||||||macroofingservices.com||mac roofing|false
Maccabees Roofing Contractors|||||||maccabeesroofing.co.uk||maccabees roofing|false
Mahaney Group|||||||www.mahaneygroup.com||mahaney|false
Malarkey Roofing Co|||||||www.malarkeyroofing.com||malarkey roofing|false
Mallard Roofing Group|||||||unknown||mallard roofing|false
Malone Roofing|||||||www.ecmalone.com||malone roofing|false
Mammoth Roofing Services|||||||usmammoth.com||mammoth roofing|false
Manhattan Roofing Contractors Nyc|||||||manhattanroofingcontractorsnyc.com||manhattan roofing contractors nyc|false
Manning Dakbedekking|||||||www.manning-dakbedekking.nl||manning dakbedekking|false
Manny's Roofing|||||||www.mannysroofing.com||manny's roofing|false
Marathon Roofing & Services|||||||marathonroof.com||marathon roofing &|false
Marc Richardson Building Services|||||||unknown||marc richardson building|false
Mardel Roofing Contractors|||||||mardelroofing.co.uk||mardel roofing|false
Marios|||||||www.mariosroofing.com||marios|false
Mark & Son Roof and General Contracting|||||||www.markandsoninc.com||mark & son roof and general contracting|false
Mark Game Roofing Contractor|||||||markgameroofingltd.co.uk||mark game roofing contractor|false
Mark Nelson 1st Class Roofing Services|||||||1stclassroofingservices.co.uk||mark nelson 1st class roofing|false
Marley Paul Smith Roofing Services|||||||marleypaulsmithroofing.com||marley paul smith roofing|false
Marshels Roofing Contractors|||||||marshels-roofing.co.uk||marshels roofing|false
Martin Roofing Services||1|42|104|159645|480669991, 952536694|www.martinroofingservices.com|'Martin Roofing Co., Inc.'|martin roofing|true
Martin Solar|||||||www.martinsolar.net||martin solar|false
Martin-Tomlinson Roofing|||||||m-troofing.com||martin-tomlinson roofing|false
Massey Construction Group||1|99|565|1053288|592557150, 620803203|www.masseyroofingservices.com|'Massey Construction, Inc'|massey|true
Master Roofing Services||1|3|400|214033|992804740|masterroofingservices.com|'Master Roofing Solutions LLC'|master roofing|false
Masters Roofing|||||||masterswa.com||masters roofing|false
Masters Roofing (Other Commercial Services)|||||||masterswa.com||masters roofing|false
Matt Sears & Sons Roofing Contractors|||||||mattsearsroofing-torbay.co.uk||matt sears & sons roofing|false
Max Abraham (Roofing Contractors)|||||||maxabraham.co.uk||max abraham|false
Max Sontz Roofing Services|||||||www.sontzroofing.com||max sontz roofing|false
Mba Roofing Services|||||||mbaroofing.co.uk||mba roofing|false
McCoy's|||||||www.mccoys.com||mccoy's|false
Mcdonald Roofing Contractors|||||||mcdonaldroofing.co.uk||mcdonald roofing|false
Mcenany Roofing||1|22|110|224524|592583665|mcenany.com|'McEnany Roofing, Inc'|mcenany roofing|false
McHale Roofing|||||||www.mchaleroofingfl.com||mchale roofing|false
Mckinnis Roofing & Shtmtl|||||||mckinnisroofing.com||mckinnis roofing & shtmtl|false
MD Contracting Roofing & Masonry|||||||www.mdcontractingnj.com||md contracting roofing & masonry|false
Meade Roofing Services|||||||www.meaderoofingservices.com||meade roofing|false
Meades Roofing Services (Widnes)|||||||unknown||meades roofing|false
MERIDIAN ROOFING SERVICES|||||||meridianroofingservices.com||meridian roofing|false
Merriman Roofing Contractors|||||||merrimanroofing.co.uk||merriman roofing|false
Met-Spec Roofing Services|||||||metspec.co.uk||met-spec roofing|false
Metal Roofing - Piedmont Roofing|||||||piedmontroofing.com||metal roofing - piedmont roofing|false
Metro Roofing & Metal Supply|||||||www.metroroofingsupply.com||metro roofing & metal supply|false
Metroll|||||||www.metroll.com.au||metroll|false
Mg Construction (Hereford)|||||||unknown||mg|false
MICHAEL J. BONAIUTO, GENERAL ROOFING CONTRACTORS|||||||michaelbonaiutoroofing.com||michael j. bonaiuto, general roofing|false
Mid America Roofing|||||||maroofing.com||mid america roofing|false
Mid City Roofing Services|||||||midcityroofingla.com||mid city roofing|false
Mid West Roofing Contractors Association|||||||mrca.org||mid west roofing contractors association|false
Midamerica Roofing|||||||midamericaroofing.com||midamerica roofing|false
Midland Roofing Services (Holdings)|||||||roofingderby.com||midland roofing|false
Midland Surfacing|||||||unknown||midland surfacing|false
MidSouth Construction, LLC - Commercial & Residential Roofing Contractor|||||||roofingbymidsouth.com||midsouth construction, llc - commercial & residential roofing contractor|false
Midwest Contractor|||||||www.midwest-contractor.com||midwest contractor|false
Mighty Dog Roofing|||||||www.mightydogroofing.com||mighty dog roofing|false
MILLER ROOFING SERVICES|||||||millerroofingservices.com||miller roofing|false
Miller's Roofing Services|||||||millersroofing.co.uk||miller's roofing|false
Mills Siding & Roofing|||||||www.millssidingandroofing.com||mills siding & roofing|false
Mission Valley Roofing|||||||missionvalleyroofing.com||mission valley roofing|false
Mj's Roofing And Building Services|||||||unknown||mj's roofing and building|false
Mjb Building Surveying And Roofing Services|||||||unknown||mjb building surveying and roofing|false
Modern Roofing||1|21|65|104974|382184928|modernroofing.com|'Modern Roofing, Inc.'|modern roofing|false
Modern Roofing & Restoration|||||||modernroofingtx.com||modern roofing & restoration|false
Monarch Roofing - Houston Roofing & Repair|||||||monarch-roofing.com||monarch roofing - houston roofing & repair|false
Moray Roofing And Building Services|||||||theitrefuge.co.uk||moray roofing and building|false
Morris Roofing Contractors|||||||morrisroofing.co.uk||morris roofing|false
Mount Baker Roofing|||||||mtbakerroofing.com||mount baker roofing|false
Mr. Roofing|||||||mrroofing.net||mr. roofing|false
Msb Roofing Services|||||||msbroofing.co.uk||msb roofing|false
Mueller||1|265|2103|4115492|042181206, 161560000, 751964049, 752710857|www.muellerinc.com|'Mueller Corporation'|mueller|true
Munz Roofing and Siding|||||||www.munzroofing.com||munz roofing and siding|false
N. & H. Roofing And General Contractors|||||||unknown||n. & h. roofing and general|false
N.V. Commercial Roofing|||||||www.commercialroofingbronx.com||n.v. commercial roofing|false
Nadco Roofing Services|||||||nadcoroofing.co.uk||nadco roofing|false
National Roofing|||||||national-roofing.com||national roofing|false
National Roofing Contractors Trade Show|||||||unknown||national roofing contractors trade show|false
National Roofing Partners|||||||national-roofing.com||national roofing|false
Nations Roof||1|42|71|151350|205762830, 822431871|www.nationsroof.com|'Nations Roof'|nations roof|false
Neligan Construction & Roofing|||||||www.neliganconstruction.net||neligan construction & roofing|false
Nelson Roofing Contractors|||||||nelsonroofing.net.nz||nelson roofing|false
New Process Steel|||||||www.nps.cc||new process steel|false
New View Roofing Contractors|||||||newviewroofingcontractors.co.uk||new view roofing|false
Newton Roofing Services|||||||www.newtonroofingservicesdsm.com||newton roofing|false
NexGen Solar & Roofing|||||||nexgenroof.com||nexgen solar & roofing|false
Next Dimension Roofing|||||||www.nextdimensionroofing.com||next dimension roofing|false
Next Generation Roofing Contractors|||||||www.nextgrcroofing.com||next generation roofing|false
Ng Roofing Services|||||||roofingnottingham.com||ng roofing|false
Nick Brown (Roofing Contractor)|||||||nickbrownroofing.co.uk||nick brown|false
Nick Hayward Roofing Services|||||||unknown||nick hayward roofing|false
Nitro Roofing and Construction||1|21|30|49470|451562156|nitroroofing.com|'Nitro Roofing and Construction LLC'|nitro roofing and|false
No Mess Roofing & Gutter Services|||||||nomessguttersroofing.com||no mess roofing & gutter|false
Noland's Roofing|||||||www.nolandsroofing.com||noland's roofing|false
Nor Cal Roofing|||||||www.norcalroofing.com||nor cal roofing|false
Nordic Waterproofing Holding|||||||www.nordicwaterproofing.com||nordic waterproofing holding|false
Normandy Roofing Services|||||||normandyroofingservices.co.uk||normandy roofing|false
North American Roofing||1|22|268|378853|832410355|www.naroofing.com|'North American Roofing'|north american roofing|false
North Texas Roofing Contractors Association|||||||ntrca.com||north texas roofing contractors association|false
North West Roofing|||||||www.northwest-roofing.com||north west roofing|false
North/East Roofing Contractors Association|||||||nerca.org||north/east roofing contractors association|false
Northpoint Roofing Systems|||||||www.northpointroofingsystems.com||northpoint roofing|false
Northwest Roofing Supply (Roofing Division Assets)|||||||www.roofingsupplygroup.com||northwest roofing supply|false
Nra Roofing & Flooring Services|||||||nraroofing.co.uk||nra roofing & flooring|false
NRC Roofing and Restoration|||||||www.nrc4help.com||nrc roofing and restoration|false
Nu-Tec Roofing Contractors||1|21|53|113791|352114307|nutecroofing.com|'Nu-Tec Roofing Contractors LLC'|nu-tec roofing|false
O.J. Roofing|||||||ojroofingandcarpentry.co.uk||o.j. roofing|false
O'Hara's Son Roofing|||||||www.oharasson.com||o'hara's son roofing|false
O'Neal Jr. Roofing||1|21|26|46625|264621172|onealjrroofing.com|'O'NEAL JR. ROOFING, INC.'|o'neal jr. roofing|false
Oak Roofing Services|||||||oakroofing.co.uk||oak roofing|false
Oasis Roofing|||||||www.oasisroofs.com||oasis roofing|false
Oc Roofing Contractors|||||||unknown||oc roofing|false
Oklahoma Roofing & Sheet Metal|||||||www.oklahomaroofing.com||oklahoma roofing & sheet metal|false
OMNIA Roofing|||||||omniaroofing.com||omnia roofing|false
On Demand Roofing And Property Services|||||||ondemandroofingandpropertyservices.co.uk||on demand roofing and property|false
On Top Roofing|||||||www.ontoproofing.net||on top roofing|false
One Day Roofing|||||||www.onedayroofing.com||one day roofing|false
Oshkosh Industrial Roofing & Sheetmetal|||||||www.oshkoshindustrial.com||oshkosh industrial roofing & sheetmetal|false
Ozark Roofing & Construction|||||||ozarkroof.com||ozark roofing &|false
P M P Roofing Services|||||||sitelift.website||p m p roofing|false
P M Roofing Contractors|||||||unknown||p m roofing|false
P S Dean Roofing Contractors|||||||psdeanroofing.co.uk||p s dean roofing|false
P S Roofing Contractors|||||||psroofing.net||p s roofing|false
P.B. Roofing Services|||||||pbroofing.co.uk||p.b. roofing|false
P.Duckworth Roofing Services|||||||middletonroofer.co.uk||p.duckworth roofing|false
P.R. Roofing|||||||pandrroofinginc.com||p.r. roofing|false
P&R Roofing Contractors|||||||pandrroofing.com||p&r roofing|false
ParaTex Roofing & Construction|||||||paratexms.com||paratex roofing &|false
Park Roofing Contractors|||||||park-roofing.co.uk||park roofing|false
Patrick's Roofing|||||||patricksroofing.com||patrick's roofing|false
PAX Services Group||1|22|44|103410||www.paxservicesgroup.com|'Pax LLC'|pax|false
PB Roofing||1|21|44|93418|920942333|www.pbroofingco.com|'PB Roofing LLC'|pb roofing|false
Peacock Roofing-dallas Roofing Contractor|||||||peacockroofing.com||peacock roofing-dallas roofing contractor|false
Peak Roofing Contractors||1|21|70|149217||peakroofingcontractors.com|'Peak Roofing, Inc.'|peak roofing|false
Peak Roofing Partners||1|21|70|149217||peakroofingcontractors.com|'Peak Roofing, Inc.'|peak roofing|false
Peak View Roofing|||||||www.peakviewroofing.com||peak view roofing|false
Pennsylvania Roofing Contractor|||||||roofingcontractorspa.com||pennsylvania roofing contractor|false
Perennial Roofing Contractors|||||||perennialroofing.co.uk||perennial roofing|false
Perimeter Roofing|||||||www.perimeterroofing.com||perimeter roofing|false
Perry Roofing|||||||www.perryroofing.com||perry roofing|false
Perry's Roofing|||||||www.perryverroneroofing.com||perry's roofing|false
PetersenDean|||||||www.delphiforfun.org||petersendean|false
Peterson Roofing (Roofing Services)||1|42|71|84401|363234016, 934585699|www.petersonroofingca.com|'Peterson Roofing Inc'|peterson roofing|true
Phoenix Commercial Roofing|||||||www.phoenixcommercialroofers.com||phoenix commercial roofing|false
Phoenix Roofing & Building Contractors|||||||phoenixrc.co.uk||phoenix roofing & building|false
Pieros Construction Co.|||||||www.pierosroofing.com||pieros|false
Pink Energy|||||||www.gopink.com||pink energy|false
Pinkston Tadd, Inc. Commercial & Industrial Roofing Services|||||||pinkston-tadd.com||pinkston tadd, inc. commercial & industrial roofing|false
Pinnacle Roofing Contractors||1|21|25|35000|844581614|www.pinnacleroofing.com|'Pinnacle Roofing Group'|pinnacle roofing|false
Pioneer Roofing||1|21|31|54662|861037548|www.pioneerroofing.net|'Pioneer Roofing Co'|pioneer roofing|false
Pioneer Roofing Systems||1|21|31|54662|861037548|www.pioneerroofing.net|'Pioneer Roofing Co'|pioneer roofing|false
Pittman Waller Roofing Company||1|21|42|64172|581812458|www.pittmanwaller.com|'Pittman Waller Roofing Co'|pittman waller roofing|false
Pj Smith Roofing & Building Services|||||||ashbrookfunerals.co.uk||pj smith roofing & building|false
Pj's Roofing|||||||pjsroofing.com||pj's roofing|false
Platinum Roofing||1|21|88|134509|472769625|www.platinumroofllc.com|'Platinum Roofing, LLC'|platinum roofing|false
Platinum Roofing (Commercial Roofing)||1|21|88|134509|472769625|www.platinumroofllc.com|'Platinum Roofing, LLC'|platinum roofing|false
PMR Roofing|||||||pmrroofing.com||pmr roofing|false
Pnr Roofing And Building Services|||||||unknown||pnr roofing and building|false
PNW Roofing and Remodeling|||||||pnwroofingandremodeling.com||pnw roofing and remodeling|false
Port Enterprises||1|64|253|548124|340904575, 741975498|www.portroofing.com|'Port Industries Inc'|port|true
Portals Plus|||||||www.portalsplus.com||portals plus|false
Porter Roofing Contractors||1|22|195|478863|621037198|porter-roofing.com|'Porter Roofing Contractors Inc.'|porter roofing|false
Pr Roofing Services|||||||pr-roofing.co.uk||pr roofing|false
Precision Roofing|||||||www.precision-roofing.co.uk||precision roofing|false
Precision Roofing Services|||||||www.precision-roofing.co.uk||precision roofing|false
Precision Roofing Services Of New England|||||||roofinggloucester.com||precision roofing services of new england|false
Precision Roofing Systems|||||||www.precision-roofing.co.uk||precision roofing|false
Preferred Roofing Services|||||||www.preferredllc.net||preferred roofing|false
Preferred Roofing Services (US)|||||||www.preferredllc.net||preferred roofing|false
Premier Roofing (Commercial Services)|||||||www.premierroofing.com||premier roofing|false
Premier Roofing & Building Services (Leeds)|||||||premierroofingleeds.com||premier roofing & building|false
Premier Roofing & Siding Contractors|||||||www.premierroofingandsiding.com||premier roofing & siding|false
Premier Roofing Company|||||||www.premierroofing.com||premier roofing|false
Premier Roofing Contractors|||||||www.premierroofing.com||premier roofing|false
Premier Roofing Services (Bristol)|||||||www.premierroofing.com||premier roofing|false
Premier Specialist Roofing Contractors|||||||premier-src.co.uk||premier specialist roofing|false
Prestige Roofing Contractors||1|21|69|154034|880364374|prestigeroofingok.com|'Prestige Roofing Inc.'|prestige roofing|false
Priced-rite Roofing|||||||pricedritenwi.com||priced-rite roofing|false
Pride Roofing Services, Inc.|||||||prideroofs.com||pride roofing|false
Prime Roofing (Commercial Roofing Services)|||||||www.primeroofingmi.com||prime roofing|false
Priority Roofing|||||||priorityroofs.com||priority roofing|false
PRITCHETT'S ROOFING|||||||pritchettsroofing.com||pritchett's roofing|false
Pro Roofing Contractors|||||||www.proroofingcontractorsfl.com||pro roofing|false
pro roofing services|||||||www.proroofingcontractorsfl.com||pro roofing|false
Pro-Fit Roofing|||||||pro-fitroofing.uk||pro-fit roofing|false
Pro-Pave Surfacing|||||||setinstonedriveways.co.uk||pro-pave surfacing|false
Pro-Shield Roofing & Construction|||||||www.pro-shieldroofs.com||pro-shield roofing &|false
Pro-Tec Roofing|||||||www.protecroofingsd.com||pro-tec roofing|false
Pro-Trust Roofing|||||||pro-trust-roofing.co.uk||pro-trust roofing|false
Professional Roofing Services||1|21|19|40086|203881005|www.denniscookroofing.com|'Professional Roofing Services, INC'|professional roofing|false
Profix Roofing Services|||||||profixroofingservices.co.uk||profix roofing|false
ProFormance Roofing|||||||proformanceroofs.com||proformance roofing|false
Progressive Roofing||1|21|36|32191|161064150|www.progressiveroofing.us|'Progressive Roofing Inc'|progressive roofing|false
Protech Roofing Services||1|21|50|108874|274452657|www.hernandoroofer.com|'Protech Roofing Systems LLC'|protech roofing|false
ProWest|||||||www.prowest.com||prowest|false
Pyramid Roofing||1|3|39|55404|161755493|www.pyramidroofing.com|'Pyramid Roofing'|pyramid roofing|false
Qph Roofing Services|||||||qphroofing.co.uk||qph roofing|false
Quality First Roofing (Florida)|||||||www.qualityfirstroofingllc.com||quality first roofing|false
Quality Miami Roofing Services|||||||qualitymiamiroofing.com||quality miami roofing|false
Quality Roofing||1|45|175|387191|412227282, 900679536|qroof.com|'Quality Roofing, Inc'|quality roofing|true
Quality Roofing Contractor Of|||||||qualityroofingcontractors.com||quality roofing contractor of|false
Quality Trusted Commercial Construction & Roofing|||||||www.qtcommercial.com||quality trusted commercial construction & roofing|false
Quick Roofing|||||||www.quickroofing.com||quick roofing|false
Quinn Roofing Solutions|||||||quinnsolutions.ca||quinn roofing|false
R & I Construction Roofing Contractor|||||||roofero.com||r & i construction roofing contractor|false
R & R Roofing Contractor|||||||randrroofingri.com||r & r roofing contractor|false
R Bruce Roofing Contractor|||||||unknown||r bruce roofing contractor|false
R P B Building And Roofing Contractors|||||||rpb-buildingandroofing.webeden.co.uk||r p b building and roofing|false
R Payne Roofing Services|||||||mdpayneroofing.co.uk||r payne roofing|false
R S Purdey Roofing Contractors(Haslemere)|||||||rspurdeyroofingweybridge.co.uk||r s purdey roofing|false
R. Foy Roofing Services|||||||unknown||r. foy roofing|false
R. T. Roofing Services|||||||rtroofingservices.co.uk||r. t. roofing|false
R. W. Dawson (Roofing Contractors)|||||||rwdawsonroofing.co.uk||r. w. dawson|false
R.Adams Roofing|||||||radamsroofing.com||r.adams roofing|false
R.F. Watters Roofing And Building Contractors|||||||rfwatters.co.uk||r.f. watters roofing and building|false
R.L.LOVATT LIMITED ROOFING CONTRACTORS|||||||rllovatt.com||r.l.lovatt limited roofing|false
R&C Roofing Contractors Hawaii|||||||roofinspectionhawaii.com||r&c roofing contractors hawaii|false
R1 Roofing Services|||||||r1roofingservices.com.au||r1 roofing|false
Ra Walker Roofing Services|||||||rawalkerroofing.co.uk||ra walker roofing|false
Rackley Roofing||1|22|93|244060|620932570|www.rackleyroofing.com|'Rackley Roofing Co Inc'|rackley roofing|false
Radnor Group Holdings|||||||www.radnorroofing.com||radnor|false
RAFTR Roofing + Exteriors|||||||www.raftrxroofing.com||raftr roofing + exteriors|false
Rain Man Roofing & Waterproofing Services|||||||rainmanroofing.com||rain man roofing & waterproofing|false
Rainbow Roofing And Building Services|||||||rainbowroofing.co.uk||rainbow roofing and building|false
Rational Roofing Services|||||||rationalroofingservices.com||rational roofing|false
Rayco Roofing Contractors|||||||raycoroofing.com||rayco roofing|false
Rcat - Roofing Contractors Association Of Texas|||||||roofingcontractors-texas.com||rcat - roofing contractors association of texas|false
Rch Roofing Services||1|22|87|196179|043386814|unknown|'RCH Roofing Corporation'|rch roofing|false
RCI Roofing Supply Company|||||||www.rciroofingsupply.com||rci roofing supply|false
Rcl Contractors||1|21|23|40696|382409492|rclcontractors.co.uk|'RCL Construction Co., Inc.'|rcl|false
Rcrt Roofing Contractors Designated Activity Company|||||||unknown||rcrt roofing contractors designated activity|false
React Roofing Services|||||||reactroofingservices.co.uk||react roofing|false
Ready Roofing & Solar|||||||goreadysolar.com||ready roofing & solar|false
Reclamation Roofing (formerly Jack's Roofing)|||||||reclamationroofing.com||reclamation roofing|false
Redclad Roofing Services|||||||redcladroofing.co.uk||redclad roofing|false
Register Roofing|||||||www.registerroofing.com||register roofing|false
Reliant Roofing|||||||www.reliantroofing.com||reliant roofing|false
Remedy Roofing|||||||www.remedyroofing.com||remedy roofing|false
RENAISSANCE HISTORIC EXTERIORS|||||||www.historicexteriors.com||renaissance historic exteriors|false
RENCO Roofing||1|21|65|133107||rencoroofing.com|'Renco Roofing'|renco roofing|false
Renown Roofing and Construction|||||||www.renownconstruction.com||renown roofing and|false
ResCom Roofing|||||||rescomva.com||rescom roofing|false
Results Roofing|||||||www.resultsroofing.com||results roofing|false
Revolution Contractors|||||||www.revolutioncontractors.com||revolution|false
Rich's Roofing|||||||richsroofing.com||rich's roofing|false
Richmond VA Roofing|||||||richmondvaroofing.com||richmond va roofing|false
Ricks Main Roofing|||||||ricksmainroofing.com||ricks main roofing|false
RidgeLine Roofing & Restoration|||||||goridgelineroofing.com||ridgeline roofing & restoration|false
Ridgeline Roofing & Restoration (Odenville)|||||||goridgelineroofing.com||ridgeline roofing & restoration|false
Right Way Roofing|||||||www.therightwayroofing.com||right way roofing|false
Right-Hand Roofing|||||||right-handroofing.com||right-hand roofing|false
Right-on Roofing|||||||rightonroofinginc.com||right-on roofing|false
Rike Roofing Services|||||||rikeroofing.com||rike roofing|false
Rise Up Roofing|||||||unknown||rise up roofing|false
Rising Star Roofing|||||||www.risingstarroofing.com||rising star roofing|false
Rm&S Roofing Services|||||||rmandsroofingservices.co.uk||rm&s roofing|false
RML Roofing Contractor|||||||www.rmlfs.co.uk||rml roofing contractor|false
Roadrunner Roofing Supply|||||||www.roadrunnerroofingsupply.com||roadrunner roofing supply|false
Robin's Roofing|||||||robinsroofingservices.com||robin's roofing|false
Robinson (Machinery)||1|121|1296|2718622|351461602, 381497369, 391212475, 462392640|www.robinsoninc.com|'Robinson Manufacturing Co., Inc.'|robinson|true
Robinsons Roofing Contractors|||||||unknown||robinsons roofing|false
Robinwill Roofing & Building Services|||||||robinwill.co.uk||robinwill roofing & building|false
Rock Roofing Contractors|||||||unknown||rock roofing|false
ROCKY MOUNTAIN ROOFING SERVICES|||||||rockymountainrfg.com||rocky mountain roofing|false
Roman Roofing||1|3|312|624000|473093920|www.romanroofing.com|'Roman Roofing, Inc.'|roman roofing|false
Roman's Roofing|||||||romansroofingnc.com||roman's roofing|false
Ron Crow & Son Roofing Contractors|||||||roncrowroofing.com||ron crow & son roofing|false
Roof Consulting Services||1|21|40|85185|721176990|www.roofdesign.com|'Roof Technologies, LLC'|roof|false
Roof Services (New York)||1|21|40|85185|721176990|www.roofdesign.com|'Roof Technologies, LLC'|roof|false
Roofco (Other Commercial Services)|||||||www.roofco-inc.com||roofco|false
Roofer.com|||||||www.roofer.com||roofer.com|false
Roofing||1|21|81|168480|200737604|cdtbuildingandroofing.co.uk|'Roofing Solutions, LLC'|roofing|false
Roofing - Flagstone Roofing & Exteriors|||||||flagstoneroofing.com||roofing - flagstone roofing & exteriors|false
Roofing & Reconstruction Contractors Of America|||||||www.rrcausa.com||roofing & reconstruction contractors of america|false
Roofing & Repair Services|||||||roofingandrepairservices.com||roofing & repair|false
Roofing And Supplies|||||||www.roofingandsupplies.com||roofing and supplies|false
Roofing by Curry||1|22|178|391120|650847999|roofingbycurry.com|'Roofing by Curry'|roofing by curry|false
Roofing Cladding & Felting Services|||||||rcfroofingservices.com||roofing cladding & felting|false
Roofing Contracto-the Cool Roofing|||||||thecoolroofingcompany.com||roofing contracto-the cool roofing|false
Roofing Contractor|||||||roofingcontractor.com||roofing contractor|false
Roofing Contractor Ads|||||||roofingcontractorads.com||roofing contractor ads|false
Roofing Contractor Fort Wayne|||||||roofingcontractorfortwayne.com||roofing contractor fort wayne|false
Roofing Contractor Marketing|||||||roofingcontractormarketing.com||roofing contractor marketing|false
ROOFING CONTRACTORS ASSOCIATION OF HAWAII|||||||rcah.org||roofing contractors association of hawaii|false
Roofing Contractors Association of Washington|||||||rcaw.com||roofing contractors association of washington|false
Roofing Contractors Knoxville Tn|||||||roofingcontractorsknoxvilletn.net||roofing contractors knoxville tn|false
roofing contractors network|||||||roofingcontractorsnetwork.net||roofing contractors network|false
Roofing Contractors of Texas|||||||roofingcontractorsugarland.com||roofing contractors of texas|false
Roofing Corp of America (Atlanta)|||||||www.roofingcorp.com||roofing corp of america|false
Roofing King|||||||www.roofingking.com||roofing king|false
Roofing Master Contractor|||||||roofingmastercontractor.com||roofing master contractor|false
