establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Roofers Edge INC.|Progressive Roofing|PA|1.00|1.00|19.00|13950.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Columbus Roofing & Sheetmetal|Progressive Roofing|OH|1.00|2.00|42.00|35206.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Classic Roofing|Classic Roofing|AZ|1.00|2.00|49.00|108360.00|860345657|'Classic Roofing LLC'|classic roofing|false
Draper Progressive|Progressive Roofing|UT|1.00|1.00|11.00|25760.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Knoxville Progressive|Progressive Roofing|TN|1.00|1.00|2.00|15609.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
South California Service - Progressive|Progressive Roofing|CA|1.00|1.00|7.00|12891.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Seattle Progressive|Progressive Roofing|WA|1.00|1.00|4.00|11142.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Portland Progressive|Progressive Roofing|OR|1.00|2.00|10.00|23494.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Missoula Progressive|Progressive Roofing|MT|1.00|2.00|12.00|29075.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Maryland Progressive|Progressive Roofing|MD|1.00|1.00|14.00|33700.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
New Orleans Progressive|Progressive Roofing|LA|1.00|2.00|34.00|60188.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Fontana Progressive|Progressive Roofing|CA|1.00|2.00|6.00|25841.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Albuquerque Progressive|Progressive Roofing|NM|1.00|2.00|20.00|43784.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Denver Progressive|Progressive Roofing|CO|1.00|2.00|5.00|9424.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Dallas Progressive|Progressive Roofing|TX|1.00|2.00|56.00|121563.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Flagstaff Progressive|Progressive Roofing|AZ|1.00|2.00|25.00|47065.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Phoenix Progressive|Progressive Roofing|AZ|1.00|3.00|524.00|1202563.00|860345657|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
CRS Doraville|Commercial Roofing Specialties, Inc.|GA|1.00|2.00|80.00|149965.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS College Park|Commercial Roofing Specialties, Inc.|GA|1.00|2.00|29.00|53393.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Kennesaw|Commercial Roofing Specialties, Inc|GA|1.00|1.00|14.00|28549.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Chattanooga|Commercial Roofing Specialties, Inc.|TN|1.00|1.00|16.00|27373.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Savannah|Commercial Roofing Specialties, Inc.|GA|1.00|2.00|23.00|43584.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Nashville|Commercial Roofing Specialties, Inc.|TN|1.00|1.00|15.00|32300.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Knoxville|Commercial Roofing Specialties, Inc|TN|1.00|1.00|12.00|24540.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
CRS Jacksonville|Commercial Roofing Specialties, Inc|FL|1.00|2.00|23.00|39121.00|581457202|'Commercial Roofing Specialties Inc.'|commercial roofing specialties|false
Detwiler Roofing, LLC|Detwiler Roofing, LLC|PA|1.00|2.00|49.00|101920.00|460559033|'Detwiler Roofing LLC'|detwiler roofing|false
Simpson Unlimited, Inc.|Simpson Unlimited, Inc.|VA|1.00|2.00|109.00|255050.00|541771632|'Simpson Unlimited Inc.', 'Simpson Unlimited, Inc.'|simpson unlimited|true
Main Office|Dickson Company|WA|1.00|2.00|101.00|169526.00|910779580|'Dickson Contractors Inc.'|dickson|false
RAS Services, Inc.|RAS Services Inc.|TX|1.00|2.00|246.00|209788.00|870733880|'RAS Systems LLC'|ras|false
Dynamic National|Dynamic Holdings|FL|1.00|2.00|51.00|86344.00|832750109|'Dynamic National'|dynamic|false
Bitec Inc|Bitec Inc|AR|1.00|2.00|39.00|90027.00|710640983|'Bitec Inc.'|bitec|false
Aavid Thermalloy|Boyd Corporation|NH|1.00|2.00|129.00|272487.00||'Boyd Inc.'|boyd|false
Ann Arbor Hilton Garden Inn|Raymond Management Company|MI|1.00|2.00|25.00|43203.00|262870950|'Raymond Group'|raymond|false
Northgate Hampton Inn & Suites|Raymond Management Company|TX|1.00|2.00|20.00|41788.00|474119291|'Raymond Group'|raymond|false
Northgate Hilton Garden Inn|Raymond Management Company|TX|1.00|2.00|33.00|67810.00|474127063|'Raymond Group'|raymond|false
SpringHill Suites The Woodlands|Raymond Management Company|TX|1.00|2.00|19.00|42616.00|472740275|'Raymond Group'|raymond|false
Homewood Suites Fort Worth Medical Center|Raymond Management Company|TX|1.00|2.00|21.00|38152.00|472836036|'Raymond Group'|raymond|false
Fort Worth Downtown Hampton Inn & Suites|Raymond Management Company|TX|1.00|2.00|39.00|82159.00|812714959|'Raymond Group'|raymond|false
Fort Worth Hilton Garden Inn|Raymond Management Company|TX|1.00|2.00|39.00|82159.00|472863145|'Raymond Group'|raymond|false
Fargo Home2 Suites|Raymond Management Company|ND|1.00|2.00|27.00|39870.00|472873259|'Raymond Group'|raymond|false
Fargo Hilton Garden Inn|Raymond Management Company|ND|1.00|2.00|52.00|72358.00|472883748|'Raymond Group'|raymond|false
Moorhead Courtyard|Raymond Management Company|MN|1.00|2.00|57.00|65624.00|472901917|'Raymond Group'|raymond|false
Fort Worth Residence Inn|Raymond Management Company|TX|1.00|2.00|12.00|31024.00|851015646|'Raymond Group'|raymond|false
Mason Hilton Garden Inn|Raymond Management Company|OH|1.00|2.00|26.00|42116.00|843359503|'Raymond Group'|raymond|false
AC Hotel Liberty|Raymond Management Company|OH|1.00|2.00|30.00|55411.00|464064406|'Raymond Group'|raymond|false
Chicago North Shore Hampton Inn & Suites|Raymond Management Company|IL|1.00|2.00|31.00|64802.00|452880754|'Raymond Group'|raymond|false
Rosemont Hampton Inn & Suites|Raymond Management Company|IL|1.00|2.00|23.00|48409.00|474229861|'Raymond Group'|raymond|false
Boise Hampton Inn & Suites|Raymond Management Company|ID|1.00|2.00|32.00|64578.00|272361884|'Raymond Group'|raymond|false
Boise Home2 Suites|Raymond Management Company|ID|1.00|1.00|24.00|46507.00|834423287|'Raymond Group'|raymond|false
Rogers Hampton Inn|Raymond Management Company|AR|1.00|2.00|19.00|37833.00|272361516|'Raymond Group'|raymond|false
Rogers Homewood Suites|Raymond Management Company|AR|1.00|2.00|20.00|38390.00|272361426|'Raymond Group'|raymond|false
Ann Arbor Towneplace Suites|Raymond Management Company|MI|1.00|2.00|15.00|29519.00|472825630|'Raymond Group'|raymond|false
Rochester North Hampton Inn & Suites|Raymond Management Company|MN|1.00|2.00|25.00|39648.00|273705024|'Raymond Group'|raymond|false
Rogers Residence Inn|Raymond Management Company|AR|1.00|2.00|13.00|27977.00|272361516|'Raymond Group'|raymond|false
Portland Hampton Inn & Suites|Raymond Management Company|OR|1.00|2.00|27.00|59710.00|812723252|'Raymond Group'|raymond|false
O'Hare Hilton Garden Inn|Raymond Management Company|IL|1.00|2.00|49.00|93731.00|452880643|'Raymond Group'|raymond|false
Oklahoma City Hilton Garden Inn|Raymond Management Company|OK|1.00|2.00|52.00|100062.00|272361602|'Raymond Group'|raymond|false
Oklahoma City Hampton Inn & Suites|Raymond Management Company|OK|1.00|2.00|30.00|52206.00|272361602|'Raymond Group'|raymond|false
St. Paul SpringHill Suites|Raymond Management Company|MN|1.00|1.00|24.00|58356.00|834405982|'Raymond Group'|raymond|false
St Paul Hampton Inn & Suites|Raymond Management Company|MN|1.00|1.00|19.00|37657.00|852638729|'Raymond Group'|raymond|false
Madison Hilton Garden Inn|Raymond Management Company|WI|1.00|1.00|23.00|55661.00|852676044|'Raymond Group'|raymond|false
Madison SpringHill Suites|Raymond Management Company|WI|1.00|2.00|35.00|55637.00|825053208|'Raymond Group'|raymond|false
Madison Downtown Hampton Inn & Suites|Raymond Management Company|WI|1.00|2.00|42.00|61678.00|472985777|'Raymond Group'|raymond|false
Milwaukee Hilton Garden Inn|Raymond Management Company|WI|1.00|2.00|38.00|59545.00|472801498|'Raymond Group'|raymond|false
Milwaukee Home2|Raymond Management Company|WI|1.00|2.00|22.00|37149.00|474888925|'Raymond Group'|raymond|false
Liberty Hampton Inn|Raymond Management Company|MO|1.00|2.00|20.00|35404.00|272361665|'Raymond Group'|raymond|false
Joliet TownePlace Suites|Raymond Management Company|IL|1.00|2.00|23.00|41435.00|472915683|'Raymond Group'|raymond|false
Liberty TownePlace Suites|Raymond Management Company|MO|1.00|2.00|20.00|35773.00|815441585|'Raymond Group'|raymond|false
Kansas City Residence Inn|Raymond Management Company|MO|1.00|1.00|21.00|40257.00|852624092|'Raymond Group'|raymond|false
Overland Park Fairfield Inn & Suites|Raymond Management Company|KS|1.00|1.00|18.00|27995.00|852595610|'Raymond Group'|raymond|false
Overland Park Residence Inn|Raymond Management Company|KS|1.00|2.00|19.00|30983.00|852574397|'Raymond Group'|raymond|false
Joliet Home2 Suites|Raymond Management Company|IL|1.00|2.00|25.00|38444.00|813817343|'Raymond Group'|raymond|false
Raymond Management Company Madison Office|Raymond Management Company|WI|1.00|2.00|59.00|114974.00|391424051|'Raymond Group'|raymond|false
Forest Park Hampton Inn & Suites|Raymond Management Company|MO|1.00|2.00|26.00|43537.00|272361816|'Raymond Group'|raymond|false
St Louis Hampton Inn|Raymond Management Company|MO|1.00|2.00|28.00|58150.00|273147179|'Raymond Group'|raymond|false
Warren Construction & Roofing, Inc|Warren Construction & Roofing, Inc|CA|1.00|2.00|30.00|47422.00|202626621|'Warren Construction & Roofing Inc.'|warren construction & roofing|false
Sullivan Roofing Inc|Sullivan Roofing|IL|1.00|2.00|72.00|154450.00|364256185|'Sullivan Roofing Inc.'|sullivan roofing|false
Langer Roofing & Sheet Metal Inc.|Langer Roofing & Sheet Metal Inc.|WI|1.00|2.00|125.00|211204.00|390667560|'Langer Roofing & Sheet Metal Inc.'|langer roofing & sheet metal|false
The Lawson Roofing Co. Inc.|The Lawson Roofing Co. Inc.|CA|1.00|2.00|135.00|229751.00|942401421|'The Lawson Roofing Co. Inc.'|the lawson roofing|false
Camino del Sol Funeral Home and Crematory Center|Greenwood Inc|AZ|1.00|1.00|25.00|28405.00|370816080|'Greenwood Industries Inc.'|greenwood|false
Greenwood Plastics|Greenwood Inc|IL|1.00|2.00|64.00|89791.00|370816080|'Greenwood Industries Inc.'|greenwood|false
Sunset Funeral Home|Greenwood Inc.|IL|1.00|2.00|24.00|31870.00|370816080|'Greenwood Industries Inc.'|greenwood|false
Trigard Memorials|Greenwood Inc.|IL|1.00|1.00|17.00|28493.00|370816080|'Greenwood Industries Inc.'|greenwood|false
ABR Construction Inc.|ABR Construction Inc.|KY|1.00|2.00|129.00|149297.00|610971502|'ABR Construction Inc.'|abr|false
Thoroughbred Contractors LLC|Thoroughbred Contractors LLC|KY|1.00|2.00|37.00|63623.00|412088912|'Thoroughbred Contractors'|thoroughbred|false
TruCraft Roofing, LLC|TruCraft Roofing, LLC|OH|1.00|2.00|45.00|108354.00|273250335|'TruCraft Roofing LLC'|trucraft roofing|false
ALVA ROOFING COMPANY|ALVA ROOFING COMPANY|OK|1.00|2.00|50.00|63871.00||'Alva Roofing Co.'|alva roofing|false
Legacy Roofing, Inc|Legacy Roofing, Inc.|UT|1.00|2.00|50.00|10400.00|824442952|'Legacy Roofing', 'Legacy Roofing LLC'|legacy roofing|true
Skyline Roofing, LLC|Skyline Roofing, LLC|NH|1.00|2.00|35.00|28101.00|842129081|'Skyline Roofing Inc.', 'Skyline Roofing Services LLC'|skyline roofing|true
Thermo King Dallas Convoy Servicing|United Holdings|TX|1.00|2.00|85.00|118825.00|364953426|'United Contractors'|united|false
Thermo King of Houston|United Holdings|TX|1.00|2.00|60.00|85028.00|562426273|'United Contractors'|united|false
Thermo King of San Antonio|United Holdings|TX|1.00|2.00|20.00|41069.00|562426273|'United Contractors'|united|false
UE Manufacturing LLC OKC|United Holdings|OK|1.00|2.00|160.00|226397.00|841585012|'United Contractors'|united|false
United Engines Little Rock|United Holdings|AR|1.00|2.00|29.00|49867.00|841585010|'United Contractors'|united|false
United Engines Shreveport|United Holdings|LA|1.00|2.00|22.00|37835.00|841585010|'United Contractors'|united|false
United Engines Tulsa|United Holdings|OK|1.00|2.00|21.00|40693.00|841585012|'United Contractors'|united|false
United Holdings|United Holdings|OK|1.00|2.00|41.00|144433.00|270002970|'United Contractors'|united|false
United Engines|United Holdings|OK|1.00|2.00|57.00|103606.00|841585010|'United Contractors'|united|false
Precision Manufacturing Group Inc|Precision Manufacturing Group Inc|MI|1.00|2.00|24.00|44275.00|833049373|'Precision Construction Services'|precision|false
Laraway Roofing, Inc.|Laraway Roofing, Inc.|MN|1.00|1.00|11.00|20013.00|410986127|'Laraway Roofing Inc.'|laraway roofing|false
Daugherty|Daugherty Construction Inc|OH|1.00|2.00|23.00|40263.00||'Daugherty Construction Inc.'|daugherty|false
Saukville|JT Rams LLC|WI|1.00|2.00|22.00|39100.00||'JT Rams'|jt rams|false
JRT Top notch Roofs, LLC|JRT Top Notch Roofs, LLC|WI|1.00|2.00|20.00|25246.00|452933462|'JRT Top Notch Roofs LLC'|jrt top notch roofs|false
Harbor Roofing and Contracting, Inc. 2020|Harbor Roofing and Contracting, Inc.|MD|1.00|2.00|90.00|120527.00|464705635|'Harbor Roofing and Contracting, Inc.'|harbor roofing and contracting|false
Matthew Warren Inc.|MW Industries Inc.|NC|1.00|3.00|1851.00|3492474.00|382938499|'MW'|mw|false
Owens Corning Thermafiber Joplin|Owens Corning|MO|1.00|2.00|120.00|460514.00||'Owens Corning'|owens corning|false
O'Neal Steel Incorporate_Waterloo|O'Neal Industries|IA|1.00|2.00|23.00|45426.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Birmingham|O'Neal Industries|AL|1.00|2.00|112.00|247617.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Ft. Wayne|O'Neal Industries|IN|1.00|2.00|20.00|43099.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Grand Pairie|O'Neal Industries|TX|1.00|2.00|42.00|90747.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Greensboro|O'Neal Industries|NC|1.00|2.00|32.00|61634.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Jackson|O'Neal Industries|MS|1.00|2.00|22.00|47226.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Jacksonville|O'Neal Industries|FL|1.00|2.00|22.00|44722.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Mobile|O'Neal Industries|AL|1.00|2.00|21.00|42207.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Shelbyville|O'Neal Industries|IN|1.00|2.00|63.00|129503.00|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC Corporate Office|O'Neal Industries|AL|1.00|2.00|170.00|356761.00|630196990|'O'Neal Construction'|o'neal|false
Southern Construction Company|Southern Construction Company|MO|1.00|2.00|39.00|63211.00|431237037|'Southern National'|southern|false
JSR, Inc|JSR, Inc|TX|1.00|2.00|114.00|251853.00|760735639|'JSR Services LLC'|jsr|false
Weaver Metal & Roofing, Inc.|Weaver Metal & Roofing, Inc.|NY|1.00|2.00|39.00|66526.00|161343726|'Weaver Metal & Roofing Inc.'|weaver metal & roofing|false
American Roofing & Metal|American Roofing & Metal|KY|1.00|2.00|190.00|332392.00|611092077|'American Roofing & Metal Co. Inc.'|american roofing & metal|false
Professional Construction Inc.|Professional Construction Inc.|WI|1.00|2.00|27.00|43688.00|201338948|'Professional Construction Services Inc.'|professional|false
EFI, Inc.|EFI, Inc.|MI|1.00|2.00|81.00|165213.00||'EFI Global Inc'|efi|false
Progressive Roofing Inc.|Progressive Roofing Inc.|MA|1.00|2.00|13.00|26258.00|043425540|'Progressive Roofing', 'Progressive Roofing Inc.', 'Progressive Roofing Services'|progressive roofing|true
Wrangler Roofing Inc|Wrangler Roofing Inc|TX|1.00|2.00|21.00|36504.00|273308263|'Wrangler Roofing'|wrangler roofing|false
Gresham Foamular|Owens Corning|OR|1.00|2.00|43.00|75922.00||'Owens Corning'|owens corning|false
Owens Corning|Owens Corning|SC|1.00|2.00|42.00|83193.00||'Owens Corning'|owens corning|false
HAYDON CORPORATION - CA|HAYDON CORPORATION|CA|1.00|2.00|28.00|21600.00|222864690|'Haydon Corporation'|haydon|false
Haydon Corporation|Haydon Corporation|NJ|1.00|2.00|115.00|140275.00|222864690|'Haydon Corporation'|haydon|false
Owens Corning - Fresno|Owens Corning|TX|1.00|1.00|3.00|6300.00||'Owens Corning'|owens corning|false
Continental Tire Mt. Vernon|Continental Tire the Americas llc|IL|1.00|3.00|3600.00|8442824.00||'Continental Tire the Americas LLC.'|continental tire the americas|false
Corporate Technologies LLC|Corporate Technologies LLC|MN|1.00|2.00|274.00|330478.00|202409337|'Corporate Contractors Inc.'|corporate|false
MRC Roofing, LLC|MRC Roofing, LLC|HI|1.00|2.00|29.00|57310.00|274488625|'MRC Roofing LLC'|mrc roofing|false
Anderson Development Company|Anderson Development Company|MI|1.00|2.00|121.00|238631.00||'Anderson Associates'|anderson|false
Filotto Construction, Inc.|Filotto Roofing|IL|1.00|2.00|30.00|36758.00|363964971|'Filotto Roofing, Inc.'|filotto roofing|false
Patriot Roofing, Inc.|Patriot Roofing, Inc.|NJ|1.00|2.00|149.00|137236.00|223101723|'Patriot Roofing', 'Patriot Roofing LLC'|patriot roofing|true
Buckhorn Inc|Myers Industries|MO|1.00|3.00|225.00|828302.00||'Myers Consulting'|myers|false
Limestone Plant|Milliken & Company|SC|1.00|3.00|260.00|458823.00||'Milliken & Company'|milliken &|false
Milliken & Co. Gerrish Plant|Milliken & Co.|SC|1.00|2.00|160.00|247615.00|510105342|'Milliken & Company'|milliken &|false
Gilliland Plant|Milliken & Company|SC|1.00|2.00|200.00|301705.00|510105342|'Milliken & Company'|milliken &|false
Magnolia Finishing Plant|Milliken & Company|SC|1.00|3.00|361.00|657742.00|510105342|'Milliken & Company'|milliken &|false
Milliken Golden Valley|Milliken & Company|NC|1.00|2.00|115.00|241924.00|510105342|'Milliken & Company'|milliken &|false
Milliken Hatch|Milliken & Company|NC|1.00|2.00|63.00|149461.00|510105342|'Milliken & Company'|milliken &|false
Construction|Cedar Roofing Company|IL|1.00|2.00|79.00|160000.00|830344362|'Cedar Roofing Co. LLC'|cedar roofing|false
Milliken Hickory Plant|Milliken & Company|KY|1.00|2.00|40.00|68270.00|270610083|'Milliken & Company'|milliken &|false
